postal_code,segment_number,segment_name,segment_description,who_they_are,average_household_income,education,urbanity,average_household_net_worth,occupation,diversity,family_life,tenure,home_type,status,confirmed,cached_at,expires_at
V6R 2A2,10,Asian Achievement,"Financially secure, middle-aged and older, urban fringe families, primarily of Asian descent | Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.","Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.","$110,594 to $142,817",University / High School,Urban Fringe,$1M to $2.15M,Mixed,High,Families,Own,Single Detached / Duplex / Row,success,0,2025-09-10 20:46,46:54.8
V7V 2C7,10,Asian Achievement,"Financially secure, middle-aged and older, urban fringe families, primarily of Asian descent | Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.","Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.","$110,594 to $142,817",University / High School,Urban Fringe,$1M to $2.15M,Mixed,High,Families,Own,Single Detached / Duplex / Row,success,0,2025-09-10 21:18,18:25.9
V9N 9P4,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-09 21:32,32:00.5
V9C 3N2,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-09 22:28,28:38.1
V9C 3X1,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-09 22:29,29:01.5
V8E 0G3,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:02,02:12.9
V8E 0G5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:02,02:37.6
V8B 0A5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:10,10:26.8
V8E 0B8,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:11,11:08.6
V8E 0C5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","$142,818 to $226,869",College / Trade School / High School,Suburban,$600K to $1M,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:11,11:32.3
V9E 2B9,14,Kick-Back Country,"Rural, middle-aged and older couples and families | Kick-Back Country is a high-income segment of middle-aged and older families found primarily in the rural areas of Ontario and Alberta. Homeownership is remarkably high, with most residents living in spacious single-detached houses. This segment has strong participation in outdoor and local activities, including sports events and adventure sports. Values such as a strong work ethic, national pride, and ecological consciousness are paramount, shaping their preference for quality and sustainability. Their connection to nature plays a central role in how they spend their time and define a fulfilling life.","Kick-Back Country is a high-income segment of middle-aged and older families found primarily in the rural areas of Ontario and Alberta. Homeownership is remarkably high, with most residents living in spacious single-detached houses. This segment has strong participation in outdoor and local activities, including sports events and adventure sports. Values such as a strong work ethic, national pride, and ecological consciousness are paramount, shaping their preference for quality and sustainability. Their connection to nature plays a central role in how they spend their time and define a fulfilling life.","$142,818 to $226,869",Mixed,Rural,$1M to $2.15M,Primary / Blue Collar,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:19,19:01.0
V9L 6N4,14,Kick-Back Country,"Rural, middle-aged and older couples and families | Kick-Back Country is a high-income segment of middle-aged and older families found primarily in the rural areas of Ontario and Alberta. Homeownership is remarkably high, with most residents living in spacious single-detached houses. This segment has strong participation in outdoor and local activities, including sports events and adventure sports. Values such as a strong work ethic, national pride, and ecological consciousness are paramount, shaping their preference for quality and sustainability. Their connection to nature plays a central role in how they spend their time and define a fulfilling life.","Kick-Back Country is a high-income segment of middle-aged and older families found primarily in the rural areas of Ontario and Alberta. Homeownership is remarkably high, with most residents living in spacious single-detached houses. This segment has strong participation in outdoor and local activities, including sports events and adventure sports. Values such as a strong work ethic, national pride, and ecological consciousness are paramount, shaping their preference for quality and sustainability. Their connection to nature plays a central role in how they spend their time and define a fulfilling life.","$142,818 to $226,869",Mixed,Rural,$1M to $2.15M,Primary / Blue Collar,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:21,21:23.6
V9C 4B1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:18,18:13.2
V9E 2C1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:19,19:24.8
V9A 4J5,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:27,27:04.5
V9C 4A9,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-09 22:29,29:48.3
V8Y 1W9,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 4:40,40:26.2
V8Y 2K1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 4:40,40:49.9
V8Z 6K5,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 4:42,42:01.1
V8N 4L2,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 15:41,41:47.1
V8N 5X7,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 15:42,42:10.7
V8M 1B1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15,15:04.0
V8N 1L7,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15,15:27.3
V8N 1M1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15,15:50.6
V8N 1Y4,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:16,16:13.9
V8N 3T8,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:16,16:37.0
V8N 4J5,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:18,18:09.8
