postal_code,segment_number,segment_name,segment_description,who_they_are,average_household_income,education,urbanity,average_household_net_worth,occupation,diversity,family_life,tenure,home_type,status,confirmed,cached_at,expires_at
V8R 6A8,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:11:12,2025-12-09 08:11:12.886229
V8R 6L9,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:11:36,2025-12-09 08:11:36.474768
V8S 1C9,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12:00,2025-12-09 08:12:00.172611
V8S 1J8,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12:23,2025-12-09 08:12:23.972934
V8S 1S9,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12:47,2025-12-09 08:12:47.518767
V8N 4K4,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:41:22,2025-12-09 08:41:22.779912
V8N 4L2,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 15:41:47,2025-12-09 08:41:47.063291
V8N 5X7,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 15:42:10,2025-12-09 08:42:10.730844
V8N 5Y6,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:42:34,2025-12-09 08:42:34.422199
V8N 6J9,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:42:58,2025-12-09 08:42:58.254935
V8P 2V6,57,Juggling Acts,"Younger, urban service sector and blue collar singles | Juggling Acts is characterized by a vibrant blend of young singles, couples, and families, particularly in small- and medium-sized cities such as London and Kitchener-Cambridge. This segment includes many renters living in row houses and low-rise apartments, typically earning middle incomes from service and blue-collar jobs. Their weekend activities are often family-focused, with a strong inclination toward outdoor adventures, neighbourhood festivals, and local fairs. They value authenticity and seek meaningful experiences that align with their practical outlook, family priorities, and desire for connection.","Juggling Acts is characterized by a vibrant blend of young singles, couples, and families, particularly in small- and medium-sized cities such as London and Kitchener-Cambridge. This segment includes many renters living in row houses and low-rise apartments, typically earning middle incomes from service and blue-collar jobs. Their weekend activities are often family-focused, with a strong inclination toward outdoor adventures, neighbourhood festivals, and local fairs. They value authenticity and seek meaningful experiences that align with their practical outlook, family priorities, and desire for connection.",103378,High School / College,Urban,415686,Service Sector / Blue Collar,Low,Singles,Rent & Own,Mixed,success,0,2025-09-10 15:43:21,2025-12-09 08:43:21.922038
V8P 3W4,23,Mid-City Mellow,"Older, urban, middle-income families and couples | Mid-City Mellow is a segment composed mainly of long-term residents, including older couples and middle-aged families, found in city neighbourhoods. They earn stable, mid-level incomes and typically live in single-detached homes, enjoying comfortable lifestyles supported by moderate discretionary spending. Residents often seek opportunities to be active in their communities and are drawn to nearby theatre and sporting events. This segment shows a strong appreciation for community traditions and local engagement, reflecting a steady, grounded lifestyle shaped by familiarity, routine, and cultural connection.","Mid-City Mellow is a segment composed mainly of long-term residents, including older couples and middle-aged families, found in city neighbourhoods. They earn stable, mid-level incomes and typically live in single-detached homes, enjoying comfortable lifestyles supported by moderate discretionary spending. Residents often seek opportunities to be active in their communities and are drawn to nearby theatre and sporting events. This segment shows a strong appreciation for community traditions and local engagement, reflecting a steady, grounded lifestyle shaped by familiarity, routine, and cultural connection.",139391,College / High School,Urban,973823,Mixed,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:43:45,2025-12-09 08:43:45.576370
V8R 1L9,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:44:09,2025-12-09 08:44:09.305505
V8R 2H8,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:44:33,2025-12-09 08:44:33.150903
V8R 3J2,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:44:56,2025-12-09 08:44:56.802346
V8L 5R3,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.",129387,College / High School / Trade,Suburban,1255437,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 20:14:40,2025-12-09 13:14:40.206033
V8M 1B1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15:04,2025-12-09 13:15:04.027905
V8N 1L7,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15:27,2025-12-09 13:15:27.305537
V8N 1M1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:15:50,2025-12-09 13:15:50.577083
V8N 1Y4,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:16:13,2025-12-09 13:16:13.890356
V8N 3T8,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:16:37,2025-12-09 13:16:37.046301
V8N 3V1,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:17:00,2025-12-09 13:17:00.248442
V8N 4E2,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 20:17:23,2025-12-09 13:17:23.427196
V8N 4J2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:17:46,2025-12-09 13:17:46.668512
V8N 4J5,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 20:18:09,2025-12-09 13:18:09.848273
V5V 3V6,6,Downtown Verve,"Younger and middle-aged, urban, high-income households | Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.",201216,University,Urban,1559462,White Collar,Low,Mixed,Own & Rent,Mixed,success,0,2025-09-10 20:44:35,2025-12-09 13:44:35.189399
V5Z 3L2,6,Downtown Verve,"Younger and middle-aged, urban, high-income households | Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.",201216,University,Urban,1559462,White Collar,Low,Mixed,Own & Rent,Mixed,success,0,2025-09-10 20:44:58,2025-12-09 13:44:58.842539
M1T 1V2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:45:22,2025-12-09 13:45:22.054266
